Gen,C1_name,C1_unary1_key,C1_binary_key,C1_unary2_key,C2_name,C2_unary1_key,C2_binary_key,C2_unary2_key,C3_name,C3_unary1_key,C3_binary_key,C3_unary2_key,Loss,Accuracy
2,"max(sinh(x), 0)",sinh(x),"max(x1, x2)",0,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,"max(x, 0) * sinh(x)","max(x, 0)",x1 * x2,sinh(x),nan,0.10000000149011612
2,x / (cos(x) + err),x,x1 / (x2 + err),cos(x),"min(x**3, sinc(x))",x**3,"min(x1, x2)",sinc(x),exp(-x^2) + log(abs(x + err)),exp(-x^2),x1 + x2,log(abs(x + err)),2.3026041984558105,0.10000000149011612
2,"x * min(x, 0)",x,x1 * x2,"min(x, 0)",x - x,x,x1 - x2,x,0 + sin(x),0,x1 + x2,sin(x),2.3040730953216553,0.10000000149011612
2,erf(x) + cos(x),erf(x),x1 + x2,cos(x),"max(x**3, sinc(x))",x**3,"max(x1, x2)",sinc(x),x**2 - sinh(x),x**2,x1 - x2,sinh(x),nan,0.10000000149011612
2,"tanh(x) / (min(x, 0) + err)",tanh(x),x1 / (x2 + err),"min(x, 0)",atanh(x) * erf(x),atanh(x),x1 * x2,erf(x),"max(min(x, 0), sinh(x))","min(x, 0)","max(x1, x2)",sinh(x),2.3185617923736572,0.10000000149011612
2,"max(erf(x), 0)",erf(x),"max(x1, x2)",0,"min(sin(x), x**3)",sin(x),"min(x1, x2)",x**3,exp(-x^2) - x**2,exp(-x^2),x1 - x2,x**2,1.057466983795166,0.6208000183105469
2,"x - min(x, 0)",x,x1 - x2,"min(x, 0)",x - exp(-x^2),x,x1 - x2,exp(-x^2),0 + sin(x),0,x1 + x2,sin(x),0.9779658317565918,0.65420001745224
2,x**3 * x**3,x**3,x1 * x2,x**3,"min(abs(x), x**2)",abs(x),"min(x1, x2)",x**2,"max(max(x, 0), sinh(x))","max(x, 0)","max(x1, x2)",sinh(x),nan,0.10000000149011612
2,"max(x, 0) - cosh(x)","max(x, 0)",x1 - x2,cosh(x),exp(-x^2) * cos(x),exp(-x^2),x1 * x2,cos(x),0 * log(1 + exp(x)),0,x1 * x2,log(1 + exp(x)),2.3025856018066406,0.10000000149011612
2,"max(sinc(x), 0)",sinc(x),"max(x1, x2)",0,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,"max(max(x, 0), (1/(1 + exp(-x))))","max(x, 0)","max(x1, x2)",(1/(1 + exp(-x))),4.683225154876709,0.10000000149011612
2,"max(erf(x), x**2)",erf(x),"max(x1, x2)",x**2,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,x**2 - sinh(x),x**2,x1 - x2,sinh(x),0.9760763645172119,0.6639999747276306
2,x**3 - x**3,x**3,x1 - x2,x**3,atanh(x) + erf(x),atanh(x),x1 + x2,erf(x),sin(x) + (1/(1 + exp(-x))),sin(x),x1 + x2,(1/(1 + exp(-x))),nan,0.10000000149011612
2,"max(erf(x), exp(x))",erf(x),"max(x1, x2)",exp(x),"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,"min(x, 0) + sin(x)","min(x, 0)",x1 + x2,sin(x),0.9780300855636597,0.6503999829292297
2,erf(x) - sin(x),erf(x),x1 - x2,sin(x),"min(min(x, 0), x**2)","min(x, 0)","min(x1, x2)",x**2,"max(max(x, 0), sinh(x))","max(x, 0)","max(x1, x2)",sinh(x),0.932296097278595,0.6610000133514404
2,"max(cosh(x), asinh(x))",cosh(x),"max(x1, x2)",asinh(x),"max(erf(x), 1)",erf(x),"max(x1, x2)",1,sinh(x) * cosh(x),sinh(x),x1 * x2,cosh(x),2.456099510192871,0.10000000149011612
2,"max(max(x, 0), 0)","max(x, 0)","max(x1, x2)",0,"max(sinh(x), log(abs(x + err)))",sinh(x),"max(x1, x2)",log(abs(x + err)),"min(max(x, 0), (1/(1 + exp(-x))))","max(x, 0)","min(x1, x2)",(1/(1 + exp(-x))),nan,0.10000000149011612
2,"max(atanh(x), tanh(x))",atanh(x),"max(x1, x2)",tanh(x),exp(-x^2) * (-x),exp(-x^2),x1 * x2,(-x),erf(x) + atanh(x),erf(x),x1 + x2,atanh(x),nan,0.10000000149011612
2,"max(cosh(x), tanh(x))",cosh(x),"max(x1, x2)",tanh(x),(-x) / ((1/(1 + exp(-x))) + err),(-x),x1 / (x2 + err),(1/(1 + exp(-x))),x * abs(x),x,x1 * x2,abs(x),nan,0.10000000149011612
2,sqrt(x) * 0,sqrt(x),x1 * x2,0,"1 / (max(x, 0) + err)",1,x1 / (x2 + err),"max(x, 0)",atanh(x) / (asinh(x) + err),atanh(x),x1 / (x2 + err),asinh(x),nan,0.10000000149011612
2,x - 1,x,x1 - x2,1,(1/(1 + exp(-x))) * sin(x),(1/(1 + exp(-x))),x1 * x2,sin(x),"max(x**3, (1/(1 + exp(-x))))",x**3,"max(x1, x2)",(1/(1 + exp(-x))),0.9808418154716492,0.6503999829292297
2,"max(sin(x), 1)",sin(x),"max(x1, x2)",1,"min(atanh(x), log(abs(x + err)))",atanh(x),"min(x1, x2)",log(abs(x + err)),"min(sqrt(x), (-x))",sqrt(x),"min(x1, x2)",(-x),nan,0.10000000149011612
2,x**2 / (x**2 + err),x**2,x1 / (x2 + err),x**2,"min(x, 0) / (erf(x) + err)","min(x, 0)",x1 / (x2 + err),erf(x),(-x) + log(1 + exp(x)),(-x),x1 + x2,log(1 + exp(x)),nan,0.10000000149011612
2,sinh(x) * 0,sinh(x),x1 * x2,0,"min(log(abs(x + err)), exp(x))",log(abs(x + err)),"min(x1, x2)",exp(x),sqrt(x) + sinc(x),sqrt(x),x1 + x2,sinc(x),nan,0.10000000149011612
2,sqrt(x) + abs(x),sqrt(x),x1 + x2,abs(x),x**3 + erf(x),x**3,x1 + x2,erf(x),cos(x) - x,cos(x),x1 - x2,x,nan,0.10000000149011612
3,"max(erf(x), x**2)",erf(x),"max(x1, x2)",x**2,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,x**2 - sinh(x),x**2,x1 - x2,sinh(x),0.9760763645172119,0.6639999747276306
3,"x - min(x, 0)",x,x1 - x2,"min(x, 0)",x - exp(-x^2),x,x1 - x2,exp(-x^2),0 + sin(x),0,x1 + x2,sin(x),0.9779658317565918,0.65420001745224
3,"max(erf(x), 0)",erf(x),"max(x1, x2)",0,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,exp(-x^2) + x**2,exp(-x^2),x1 + x2,x**2,1.0417661666870117,0.6398000121116638
3,x - 1,x,x1 - x2,1,(1/(1 + exp(-x))) * sin(x),(1/(1 + exp(-x))),x1 * x2,sin(x),"max(x**3, (1/(1 + exp(-x))))",x**3,"max(x1, x2)",(1/(1 + exp(-x))),0.9808418154716492,0.6503999829292297
3,erf(x) - sin(x),erf(x),x1 - x2,sin(x),"min(min(x, 0), x**2)","min(x, 0)","min(x1, x2)",x**2,"max(max(x, 0), sinh(x))","max(x, 0)","max(x1, x2)",sinh(x),0.932296097278595,0.6610000133514404
3,"max(sinh(x), sin(x))",sinh(x),"max(x1, x2)",sin(x),log(abs(x + err)) * sinc(x),log(abs(x + err)),x1 * x2,sinc(x),x**2 - log(1 + exp(x)),x**2,x1 - x2,log(1 + exp(x)),nan,0.10000000149011612
3,erf(x) - sin(x),erf(x),x1 - x2,sin(x),"min(min(x, 0), sinh(x))","min(x, 0)","min(x1, x2)",sinh(x),exp(-x^2) - x**2,exp(-x^2),x1 - x2,x**2,nan,0.10000000149011612
3,sinh(x) * 0,sinh(x),x1 * x2,0,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,"max(max(x, 0), sinh(x))","max(x, 0)","max(x1, x2)",sinh(x),9.501565933227539,0.10000000149011612
3,"max(sinh(x), 0)",sinh(x),"max(x1, x2)",0,"exp(-x^2) - min(x, 0)",exp(-x^2),x1 - x2,"min(x, 0)","min(x, 0) * sinh(x)","min(x, 0)",x1 * x2,sinh(x),nan,0.10000000149011612
